sg_uf;cd_cargo;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_totalizacao;dt_ult_totalizacao;sg_ue;sq_candidato;nm_tipo_destinacao_votos;sq_eleicao_divulga;qt_votos_nom_validos;qt_votos_concorrentes
MA;7;Deputado Estadual;15151;EDNALDO DARTAGNAN VERAS NEVES;EDNALDO NEVES;MDB;MDB;1;Suplente;2022-10-03 03:11:03;MA;100001606610;Válido;2040602022;2366;3701453
MA;7;Deputado Estadual;40369;DANIEL CID ALMEIDA MARTINS;DANIELZINHO DA FARMÁCIA;PSB;PSB;1;Suplente;2022-10-03 03:11:03;MA;100001607075;Válido;2040602022;2358;3701453
MA;7;Deputado Estadual;65180;LUCAS MORAES DE OLIVEIRA;LUCAS DO COLETIVO OCUPA;PC do B;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613754;Válido;2040602022;2341;3701453
MA;7;Deputado Estadual;55444;MAURA ROGÉRIA RODRIGUES BARROSO SANTOS;MAURA BARROSO;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001607112;Válido;2040602022;2310;3701453
MA;7;Deputado Estadual;44123;FRANCISCO DE ASSIS SANDES BRINGEL JUNIOR;CHIQUINHO BRINGEL;UNIÃO;UNIÃO;1;Suplente;2022-10-03 03:11:03;MA;100001607487;Válido;2040602022;2179;3701453
MA;7;Deputado Estadual;36122;MANOEL MACHADO DA PONTE NETO;NETO PONTES;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689560;Válido;2040602022;2170;3701453
MA;7;Deputado Estadual;20190;JOSE FREDERICO GOMES PEREIRA;CORONEL PEREIRA;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620083;Válido;2040602022;2166;3701453
MA;7;Deputado Estadual;36789;MARLENE DE ABREU MASCARENHAS MENDES;MARLENE MASCARENHAS;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689564;Válido;2040602022;2132;3701453
MA;7;Deputado Estadual;35555;JOSE FRANKLIN SEBA RODRIGUES;GUGU SEBA;PMB;PMB;1;Não Eleito;2022-10-03 03:11:03;MA;100001689717;Válido;2040602022;2113;3701453
MA;7;Deputado Estadual;23033;ANTONIO DO NASCIMENTO BATALHA;BATALHA DO POVO;CIDADANIA;CIDADANIA / PSDB;1;Não Eleito;2022-10-03 03:11:03;MA;100001619978;Válido;2040602022;2100;3701453
MA;7;Deputado Estadual;44456;DARIONILDO DA SILVA SAMPAIO;DARIO SAMPAIO;UNIÃO;UNIÃO;1;Suplente;2022-10-03 03:11:03;MA;100001607482;Válido;2040602022;2048;3701453
MA;7;Deputado Estadual;40100;ADROALDO JOSÉ SILVA ALMEIDA;PROF ADROALDO COLETIVO VAMOS;PSB;PSB;1;Suplente;2022-10-03 03:11:03;MA;100001607066;Válido;2040602022;2046;3701453
MA;7;Deputado Estadual;51022;FABIANA CRISTINA SILVA CUTRIM;FABIANA RAMADA;PATRIOTA;PATRIOTA;1;Suplente;2022-10-03 03:11:03;MA;100001608112;Válido;2040602022;1930;3701453
MA;7;Deputado Estadual;22133;DAVI ALVES SILVA JUNIOR;DAVI ALVES SILVA JUNIOR;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603157;Válido;2040602022;1927;3701453
MA;7;Deputado Estadual;20022;DANIEL DE JESUS COSTA BRANDAO;DANIEL BRANDÃO;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620074;Válido;2040602022;1927;3701453
MA;7;Deputado Estadual;12777;ELISOMAR SOUSA ABRANTES;ABRANTES;PDT;PDT;1;Suplente;2022-10-03 03:11:03;MA;100001599586;Válido;2040602022;1888;3701453
MA;7;Deputado Estadual;20555;MARCIO LOBO LIMA;MARCIO GAIDO;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620087;Válido;2040602022;1873;3701453
MA;7;Deputado Estadual;20444;ALEXSANDRO PINHEIRO VASCONCELOS;ALEX VASCONCELOS;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620070;Válido;2040602022;1854;3701453
MA;7;Deputado Estadual;12444;ALAYNA DE ARAUJO ROCHA SOUZA;COLETIVO_ ENFERMAGEM_ALAYNA;PDT;PDT;1;Suplente;2022-10-03 03:11:03;MA;100001599592;Válido;2040602022;1821;3701453
MA;7;Deputado Estadual;65111;MARIA DE CÁSSIA PEREIRA;PROFESSORA CÁSSIA;PC do B;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613751;Válido;2040602022;1786;3701453
MA;7;Deputado Estadual;22456;MOISES FELIX DE ARAUJO;BEM-TI-VI ARAUJO;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603153;Válido;2040602022;1779;3701453
MA;7;Deputado Estadual;12022;FRANCISCO DAS CHAGAS RAMOS VIEIRA;DANILO;PDT;PDT;1;Suplente;2022-10-03 03:11:03;MA;100001599578;Válido;2040602022;1762;3701453
MA;7;Deputado Estadual;10333;OSEAS DE PAULA VIANA COSTA;OSEAS DE PAULA ;REPUBLICANOS;REPUBLICANOS;1;Suplente;2022-10-03 03:11:03;MA;100001602652;Válido;2040602022;1720;3701453
MA;7;Deputado Estadual;20852;JOSIMAR DE FRANCA RIBEIRO;ENFERMEIRO SARGENTO JOSIMAR;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620085;Válido;2040602022;1677;3701453
MA;7;Deputado Estadual;15015;PABLO RICARDO FERNANDES DA SILVA AMODEO;PABLO DA SAÚDE-SOMOS MARANHÃO;MDB;MDB;1;Suplente;2022-10-03 03:11:03;MA;100001606623;Válido;2040602022;1600;3701453
MA;7;Deputado Estadual;15122;LAZARO BATISTA PINTO SANTOS;PASTOR LAZARO;MDB;MDB;1;Suplente;2022-10-03 03:11:03;MA;100001606614;Válido;2040602022;1531;3701453
MA;7;Deputado Estadual;36555;EDILSON DA CONCEICAO;AMADO EDILSON;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689544;Válido;2040602022;1527;3701453
MA;7;Deputado Estadual;51555;CIRO NUNES ALVES DA SILVA;COLETIVO PMBM TC CIRO;PATRIOTA;PATRIOTA;1;Suplente;2022-10-03 03:11:03;MA;100001608122;Válido;2040602022;1505;3701453
MA;7;Deputado Estadual;12121;FABIANO CAVALCANTE DE OLIVEIRA;PROFESSOR CAVALCANTE;PDT;PDT;1;Suplente;2022-10-03 03:11:03;MA;100001599584;Válido;2040602022;1467;3701453
MA;7;Deputado Estadual;44125;CLAUDIA MELO LIMA;CLAUDIA MELO;UNIÃO;UNIÃO;1;Suplente;2022-10-03 03:11:03;MA;100001607488;Válido;2040602022;1445;3701453
MA;7;Deputado Estadual;16123;DANIEL PAVAO ROCHA;DANIEL PAVÃO;PSTU;PSTU;1;Não Eleito;2022-10-03 03:11:03;MA;100001600019;Válido;2040602022;1423;3701453
MA;7;Deputado Estadual;35777;ALCINO SILVA DAVEMPORT;MC ALCINO;PMB;PMB;1;Não Eleito;2022-10-03 03:11:03;MA;100001689722;Válido;2040602022;1420;3701453
MA;7;Deputado Estadual;50513;CARLOS EDUARDO MARQUES MENDES;CADU MARQUES;PSOL;REDE / PSOL;1;Não Eleito;2022-10-03 03:11:03;MA;100001713953;Válido;2040602022;1417;3701453
MA;7;Deputado Estadual;20100;VALTER ELOI CANTANHEDE JUNIOR;VALTER CANTANHEDE;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620097;Válido;2040602022;1378;3701453
MA;7;Deputado Estadual;51888;BENEDITO DE LIMA;PEDRO DA PRAÇA;PATRIOTA;PATRIOTA;1;Suplente;2022-10-03 03:11:03;MA;100001608105;Válido;2040602022;1362;3701453
MA;7;Deputado Estadual;36444;GEORGE HENRIQUE OLIVEIRA LUNA;CORONEL LUNA;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689549;Válido;2040602022;1362;3701453
MA;7;Deputado Estadual;43433;ALONSO DE JESUS CHAGAS;ALONSO DA AGRICULTURA;PV;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613733;Válido;2040602022;1249;3701453
MA;7;Deputado Estadual;28190;ELIEZIO RIBEIRO DE SOUZA;SARGENTO ELIEZIO;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675663;Válido;2040602022;1247;3701453
MA;7;Deputado Estadual;28555;ALBERLUCE DE JESUS FURTADO DURANS;LUCE COLETIVO MULHERES EM AÇÃO;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675662;Válido;2040602022;1226;3701453
MA;7;Deputado Estadual;15234;EDMILSON CRUZ VAZ;EDMILSON VAZ;MDB;MDB;1;Suplente;2022-10-03 03:11:03;MA;100001606609;Válido;2040602022;1207;3701453
MA;7;Deputado Estadual;36777;CICERO CELIO DA SILVA;CÉLIO REI DO CAVALO;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689539;Válido;2040602022;1196;3701453
MA;7;Deputado Estadual;36234;CARLOS AMÉRICO DE OLIVEIRA;PROF CARLÃO AMÉRICO;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689538;Válido;2040602022;1181;3701453
MA;7;Deputado Estadual;40777;ISABELLE PASSINHO DA SILVA;ISABELLE PASSINHO;PSB;PSB;1;Suplente;2022-10-03 03:11:03;MA;100001607082;Válido;2040602022;1150;3701453
MA;7;Deputado Estadual;36036;EDEMOR COELHO OLIVEIRA DE SOUSA;DR EDEMOR COELHO;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689543;Válido;2040602022;1133;3701453
MA;7;Deputado Estadual;55000;FERNANDA KATHERINE AZEVEDO GUERREIRO MOTA;FERNANDA GUERREIRO;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001607122;Válido;2040602022;1131;3701453
MA;7;Deputado Estadual;20321;DIOGO AVILA SILVA;DIOGO AVILA;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620076;Válido;2040602022;1101;3701453
MA;7;Deputado Estadual;51123;LOURIVAL DE LIMA SILVA;DR LOURIVAL LIMA;PATRIOTA;PATRIOTA;1;Suplente;2022-10-03 03:11:03;MA;100001608130;Válido;2040602022;1098;3701453
MA;7;Deputado Estadual;55321;MAURÍCIO CÉSAR GOLTZMAN ALVES;MAURÍCIO GOLTZMAN;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001607104;Válido;2040602022;1059;3701453
MA;7;Deputado Estadual;20147;ERIONALDO COELHO BARBOSA;NALDINHO;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620078;Válido;2040602022;1057;3701453
MA;7;Deputado Estadual;43333;MARIA ANTÔNIA PINTO CUTRIM SOUSA;ANTÔNIA CUTRIM;PV;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613747;Válido;2040602022;1052;3701453
MA;7;Deputado Estadual;36700;JOABE DA SILVA RODRIGUES SOUSA;JOABE RODRIGUES;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689553;Válido;2040602022;1030;3701453
MA;7;Deputado Estadual;51051;MARCELO AUGUSTO BRINGEL LEITE;MARCELO BRINGEL;PATRIOTA;PATRIOTA;1;Suplente;2022-10-03 03:11:03;MA;100001608128;Válido;2040602022;1005;3701453
MA;7;Deputado Estadual;90190;ANTONIO MARKUS DA SILVA LIMA;CORONEL MARKUS;PROS;PROS;1;Não Eleito;2022-10-03 03:11:03;MA;100001599550;Válido;2040602022;994;3701453
MA;7;Deputado Estadual;36013;JARDEL MEDEIROS BRITO;JARDEL MEDEIROS;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689551;Válido;2040602022;992;3701453
MA;7;Deputado Estadual;28678;WALTERVIR MOURA MATOS;SARGENTO WALTERVIR;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675672;Válido;2040602022;979;3701453
MA;7;Deputado Estadual;20789;SONIA MARIA ALVES SOUSA;DR SONIA SOUSA;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620095;Válido;2040602022;973;3701453
MA;7;Deputado Estadual;36123;RAFAEL PEROTI LIMA;RAFAEL PEROTI;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689571;Válido;2040602022;968;3701453
MA;7;Deputado Estadual;55007;JAMES FERNANDES GARCÊS;JAMES ONDA;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001607095;Válido;2040602022;963;3701453
MA;7;Deputado Estadual;15456;SININGER VIDAL DE OLIVEIRA NETO;SININGER VIDAL DE MADUREIRA;MDB;MDB;1;Suplente;2022-10-03 03:11:03;MA;100001606626;Válido;2040602022;943;3701453
MA;7;Deputado Estadual;22559;MAGNA PACHECO COSTA;MEG PACHECO;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603163;Válido;2040602022;935;3701453
MA;7;Deputado Estadual;65333;LINDALVA SERRA BARROS;COMPANHEIRA LINDALVA;PC do B;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613746;Válido;2040602022;932;3701453
MA;7;Deputado Estadual;22500;JOSÉ FERNANDO FERREIRA DA SILVA;FERNANDO CRENTE;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603178;Válido;2040602022;911;3701453
MA;7;Deputado Estadual;55055;MARCELA SOARES MOUZINHO DA SILVA;CAPITÃ MARCELA MOUZINHO;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001641228;Válido;2040602022;890;3701453
MA;7;Deputado Estadual;22220;ANA BEATRIZ DOS SANTOS VIEIRA;BEATRIZ VIEIRA;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603154;Válido;2040602022;889;3701453
MA;7;Deputado Estadual;44222;MARCELLO SOARES SANTOS;CORONEL MARCELLO;UNIÃO;UNIÃO;1;Suplente;2022-10-03 03:11:03;MA;100001607483;Válido;2040602022;882;3701453
MA;7;Deputado Estadual;28001;FRANCINALDO FERREIRA DOS SANTOS;NENÉM DO POVÃO;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675673;Válido;2040602022;873;3701453
MA;7;Deputado Estadual;14111;JOAO ADONIAS DIAS REIS;CABO DIAS;PTB;PTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001648824;Válido;2040602022;858;3701453
MA;7;Deputado Estadual;36333;LINDAURA CARDOSO LUCENA;LINDAURA LUCENA;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689558;Válido;2040602022;846;3701453
MA;7;Deputado Estadual;22888;FRANCISCO DA SILVA CARDOSO;NETO CARDOSO;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603151;Válido;2040602022;839;3701453
MA;7;Deputado Estadual;90200;ALCI MÁRIO DE JESUS SOUZA COSTA;COMANDANTE ALCI MÁRIO;PROS;PROS;1;Não Eleito;2022-10-03 03:11:03;MA;100001599561;Válido;2040602022;830;3701453
MA;7;Deputado Estadual;15115;EUZEBIO LESSA ATAÍDE;NEBE TERRA;MDB;MDB;1;Suplente;2022-10-03 03:11:03;MA;100001606611;Válido;2040602022;830;3701453
MA;7;Deputado Estadual;55111;LINDERLÉA LOPES SOUSA;LÉA LOPES;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001607111;Válido;2040602022;827;3701453
MA;7;Deputado Estadual;19222;DENNISON RODRIGO OLIVEIRA SODRÉ;DENNISON  SODRÉ;PODE;PODE;1;Suplente;2022-10-03 03:11:03;MA;100001614811;Válido;2040602022;820;3701453
MA;7;Deputado Estadual;90123;URIARLE LIMA CAMPOS;URIARLE CAMPOS;PROS;PROS;1;Não Eleito;2022-10-03 03:11:03;MA;100001599552;Válido;2040602022;817;3701453
MA;7;Deputado Estadual;10555;WELLINGTON LUIS MORAES DE ALBUQUERQUE;JAIRZINHO FILHO;REPUBLICANOS;REPUBLICANOS;1;Suplente;2022-10-03 03:11:03;MA;100001602649;Válido;2040602022;803;3701453
MA;7;Deputado Estadual;14222;CLAUDIO ROGERIO SILVA RAPOSO;RAPOSAO;PTB;PTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001648823;Válido;2040602022;772;3701453
MA;7;Deputado Estadual;22700;FABIO LUIS SANTOS LISBOA;FABIO LISBOA;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603160;Válido;2040602022;771;3701453
MA;7;Deputado Estadual;22252;ANA CATHARINE MELO SEKEFF;ANA MELO;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603182;Válido;2040602022;757;3701453
MA;7;Deputado Estadual;13613;PAULO ROMÃO MEIRELES NETO;PAULO ROMÃO;PT;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613727;Válido;2040602022;749;3701453
MA;7;Deputado Estadual;45145;MARIA APARECIDA PINTO PEREIRA;CIDA SOL PROTETORA;PSDB;CIDADANIA / PSDB;1;Não Eleito;2022-10-03 03:11:03;MA;100001619964;Válido;2040602022;746;3701453
MA;7;Deputado Estadual;40555;DEUSIMAR DO NASCIMENTO SÁ;DEUSIMAR NASCIMENTO;PSB;PSB;1;Suplente;2022-10-03 03:11:03;MA;100001607068;Válido;2040602022;738;3701453
MA;7;Deputado Estadual;51100;DIEGO ANDRETTE LIMA JACINTO;DIEGO TWO;PATRIOTA;PATRIOTA;1;Suplente;2022-10-03 03:11:03;MA;100001608136;Válido;2040602022;720;3701453
MA;7;Deputado Estadual;36226;FELIX ANTONIO FERREIRA;FELIX DA REVELAÇÃO;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689547;Válido;2040602022;689;3701453
MA;7;Deputado Estadual;55777;JOSUELTON DIAS DE AROUCHE;JOSUE DIAS;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001607102;Válido;2040602022;675;3701453
MA;7;Deputado Estadual;12999;FLAVIO DA SILVA BARBOSA;FLAVIO BGN;PDT;PDT;1;Suplente;2022-10-03 03:11:03;MA;100001599588;Válido;2040602022;673;3701453
MA;7;Deputado Estadual;22180;JOÃO JOSÉ PEREIRA DOS SANTOS;J, J, PEREIRA;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603179;Válido;2040602022;670;3701453
MA;7;Deputado Estadual;50000;ODIVIO DA SILVA REZENDE NETO;PROF ODIVIO NETTO;PSOL;REDE / PSOL;1;Não Eleito;2022-10-03 03:11:03;MA;100001713939;Válido;2040602022;664;3701453
MA;7;Deputado Estadual;28345;LAURILENE MADEIRA BATISTA;LAURINHA COLETIVO MULHERTEMVOZ;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675683;Válido;2040602022;638;3701453
MA;7;Deputado Estadual;28456;RAIMUNDO CONSTANCIO CASTRO DA HORA;SGT DA HORA ;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675679;Válido;2040602022;623;3701453
MA;7;Deputado Estadual;28444;JOSE PEREIRA GOMES DE OLIVEIRA;JOSÉ PEREIRA;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675677;Válido;2040602022;620;3701453
MA;7;Deputado Estadual;45678;ADENÓLIA PIRES SILVA RIBEIRO;ADENÓLIA;PSDB;CIDADANIA / PSDB;1;Não Eleito;2022-10-03 03:11:03;MA;100001619971;Válido;2040602022;620;3701453
MA;7;Deputado Estadual;10110;WAGNER CARLOS SILVA;WAGNER SILVA ;REPUBLICANOS;REPUBLICANOS;1;Suplente;2022-10-03 03:11:03;MA;100001602656;Válido;2040602022;618;3701453
MA;7;Deputado Estadual;28123;LENILTON DA SILVA OLIVEIRA;LENILTON OLIVEIRA;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675680;Válido;2040602022;613;3701453
MA;7;Deputado Estadual;55888;FAGNER SOUSA NASCIMENTO;FAGNER SOUSA;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001607101;Válido;2040602022;611;3701453
MA;7;Deputado Estadual;15656;IRANEIDE DE ALBUQUERQUE CARVALHO;DRA NEIDE CARVALHO;MDB;MDB;1;Suplente;2022-10-03 03:11:03;MA;100001606619;Válido;2040602022;606;3701453
MA;7;Deputado Estadual;51515;FIRMINO MARQUES DA SILVA NETO;FIRMINO MARQUES;PATRIOTA;PATRIOTA;1;Suplente;2022-10-03 03:11:03;MA;100001608113;Válido;2040602022;598;3701453
MA;7;Deputado Estadual;16116;CLAUDIONICE ALVES DURANS;NICINHA DURANS;PSTU;PSTU;1;Não Eleito;2022-10-03 03:11:03;MA;100001600023;Válido;2040602022;597;3701453
MA;7;Deputado Estadual;65651;VANDA MARIA SOUSA ROCHA;PROFA, VANDA ROCHA;PC do B;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613744;Válido;2040602022;594;3701453
MA;7;Deputado Estadual;22223;JOÃO BATISTA PESTANA SOARES;PASTOR BATTISTA SOAREZ;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603173;Válido;2040602022;593;3701453
MA;7;Deputado Estadual;55550;JACQUES DOUGLAS OLIVEIRA ARANHA;PROF, JACQUES ARANHA;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001607094;Válido;2040602022;591;3701453
MA;7;Deputado Estadual;40122;JOANA NUNES PINHEIRO;JOANEYDE DO SINDICATO;PSB;PSB;1;Suplente;2022-10-03 03:11:03;MA;100001607067;Válido;2040602022;573;3701453
MA;7;Deputado Estadual;40012;ESTEFANIO SOUZA CASTRO;ESTEFANIO CASTRO;PSB;PSB;1;Suplente;2022-10-03 03:11:03;MA;100001607070;Válido;2040602022;573;3701453
MA;7;Deputado Estadual;40140;CARLOS AUGUSTO PINTO DINIZ;CARLOS PEIXEIRO;PSB;PSB;1;Suplente;2022-10-03 03:11:03;MA;100001607078;Válido;2040602022;558;3701453
MA;7;Deputado Estadual;45645;ALBERTINA SILVA ROCHA;DONA BEBEL;PSDB;CIDADANIA / PSDB;1;Não Eleito;2022-10-03 03:11:03;MA;100001619951;Válido;2040602022;555;3701453
MA;7;Deputado Estadual;13699;EVANDRO OLIVEIRA SIQUEIRA;EVANDRO SIQUEIRA DO PT;PT;PT / PV / PC do B;1;Suplente;2022-10-03 03:11:03;MA;100001613738;Válido;2040602022;555;3701453
MA;7;Deputado Estadual;90111;GLADSTON COSTA E SILVA;REPÓRTER PULIÇA;PROS;PROS;1;Não Eleito;2022-10-03 03:11:03;MA;100001599568;Válido;2040602022;545;3701453
MA;7;Deputado Estadual;23555;CARLOS FERNANDES FREIRE RODRIGUES;IRMÃO NANDO;CIDADANIA;CIDADANIA / PSDB;1;Não Eleito;2022-10-03 03:11:03;MA;100001619953;Válido;2040602022;544;3701453
MA;7;Deputado Estadual;23000;FABRIZIO HENRIQUE GOULART DO COUTO CORREA;FABRIZIO CORREA;CIDADANIA;CIDADANIA / PSDB;1;Não Eleito;2022-10-03 03:11:03;MA;100001619957;Válido;2040602022;540;3701453
MA;7;Deputado Estadual;20777;MARIO ANTONIO DOS SANTOS JUNIOR;MARIO DO TURISMO;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620092;Válido;2040602022;538;3701453
MA;7;Deputado Estadual;22556;PEDRO BARROS CARVALHO;PEDRO BARROS;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603168;Válido;2040602022;537;3701453
MA;7;Deputado Estadual;45045;MOSSANIEL CARLOS MENDES;MOCINHO DE PACAS;PSDB;CIDADANIA / PSDB;1;Não Eleito;2022-10-03 03:11:03;MA;100001619958;Válido;2040602022;519;3701453
MA;7;Deputado Estadual;36377;MARIA LIANDRO DA SILVA CUTRIM;PROFESSORA SIRLANY LIANDRO;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689563;Válido;2040602022;515;3701453
MA;7;Deputado Estadual;50123;GEOVANE DA SILVA LIMA;GEOVANE LIMA;PSOL;REDE / PSOL;1;Não Eleito;2022-10-03 03:11:03;MA;100001713959;Válido;2040602022;512;3701453
MA;7;Deputado Estadual;90555;CLEONER UCHOA ARAUJO;CLEONER;PROS;PROS;1;Não Eleito;2022-10-03 03:11:03;MA;100001599553;Válido;2040602022;508;3701453
MA;7;Deputado Estadual;22188;MELISSA COSTA CLAUDINO SILVA;MELISSA CLAUDINO;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603165;Válido;2040602022;499;3701453
MA;7;Deputado Estadual;28800;RAIMUNDO JOSE MENDES FILHO;FILHO COQUEIRO;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675684;Válido;2040602022;491;3701453
MA;7;Deputado Estadual;22445;GLAUDIANO LINHARES LOPES;GLAUDIANO CARDOSO;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603162;Válido;2040602022;487;3701453
MA;7;Deputado Estadual;55121;PATRIK CAMPOS DE JESUS;BAIKO ILUMINADO;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001607105;Válido;2040602022;483;3701453
MA;7;Deputado Estadual;14123;EZIO ROGERIO SANTOS CORREIA;EZIO ROGERIO;PTB;PTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001648820;Válido;2040602022;479;3701453
MA;7;Deputado Estadual;51789;MARIA DA CONCEIÇÃO DE AGUIAR LOPES;PROFESSORA CONCEIÇÃO AGUIAR;PATRIOTA;PATRIOTA;1;Suplente;2022-10-03 03:11:03;MA;100001608127;Válido;2040602022;478;3701453
MA;7;Deputado Estadual;51027;PAULO SANTANA GALVÃO;DR PAULO ARTE;PATRIOTA;PATRIOTA;1;Suplente;2022-10-03 03:11:03;MA;100001608126;Válido;2040602022;475;3701453
MA;7;Deputado Estadual;36236;MAURICIO DANTES OLIVEIRA DE SANTANA;MAURICIO DANTES;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689566;Válido;2040602022;471;3701453
MA;7;Deputado Estadual;50050;LEONEL PEREIRA TORRES;PROF LEONEL;PSOL;REDE / PSOL;1;Não Eleito;2022-10-03 03:11:03;MA;100001713944;Válido;2040602022;467;3701453
MA;7;Deputado Estadual;55380;JULIO CESAR FONSÊCA PINTO;PROF, JULIO CÉSAR;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001607115;Válido;2040602022;462;3701453
MA;7;Deputado Estadual;55700;FRANCISCO DAS CHAGAS LIMA MACEDO;CHAGUINHA MACEDO;PSD;PSD;1;Suplente;2022-10-03 03:11:03;MA;100001607125;Válido;2040602022;447;3701453
MA;7;Deputado Estadual;20888;CLAUDIO DE SOUSA RIBEIRO NETO;NETO DA OFICINA;PSC;PSC;1;Suplente;2022-10-03 03:11:03;MA;100001620100;Válido;2040602022;447;3701453
MA;7;Deputado Estadual;50444;EDNALDO PADILHA;EDINALDO CABEÇA;PSOL;REDE / PSOL;1;Não Eleito;2022-10-03 03:11:03;MA;100001713954;Válido;2040602022;445;3701453
MA;7;Deputado Estadual;90777;WELLIGTON MELO DA SILVA;PROFESSOR  BROTHER;PROS;PROS;1;Não Eleito;2022-10-03 03:11:03;MA;100001599538;Válido;2040602022;444;3701453
MA;7;Deputado Estadual;36222;MARCELO JOSE PORTO COSTA;MARCELO PORTO;AGIR;AGIR;1;Não Eleito;2022-10-03 03:11:03;MA;100001689561;Válido;2040602022;440;3701453
MA;7;Deputado Estadual;22100;FRANCINILTON BEZERRA GONÇALVES;NILTINHO BEZERRA;PL;PL;1;Suplente;2022-10-03 03:11:03;MA;100001603170;Válido;2040602022;435;3701453
MA;7;Deputado Estadual;28284;DEMOSTENES FERNANDES DE SENA;DEMOSTENES SENA BROWN;PRTB;PRTB;1;Não Eleito;2022-10-03 03:11:03;MA;100001675681;Válido;2040602022;432;3701453
